personnel_id,age,deployment_days,daily_duty_hours,night_duties,leave_days,days_since_last_leave,transfer_frequency,training_days,workload_7_days,workload_30_days,sleep_hours,wellness_score,self_reported_stress,stress_risk
329,43,126,6.73,2,10,11,4,20,95.86,44.37,7.41,39.84,33.79,1
330,23,89,8.95,15,5,57,3,10,44.51,23.22,4.92,93.04,56.26,1
331,47,154,6.96,6,30,111,3,11,52.84,33.07,8.12,36.63,36.99,1
332,46,35,8.57,11,21,93,3,4,26.68,36.89,3.51,45.08,43.54,0
333,34,179,9.5,15,4,27,3,19,78.71,47.72,5.58,50.58,20.67,1
334,50,44,8.22,2,22,34,4,10,71.32,40.79,5.8,50.85,30.45,0
335,35,78,10.03,3,17,82,4,19,72.51,62.81,8.17,26.15,12.97,1
336,24,146,5.0,9,29,31,2,20,89.29,43.16,9.0,50.84,46.34,1
337,48,16,13.45,6,20,31,2,0,30.33,27.96,7.01,65.24,54.51,0
338,31,91,5.67,15,0,47,3,20,81.23,40.24,8.08,44.32,67.5,1
339,37,48,10.47,13,19,38,3,9,75.39,38.67,9.0,66.9,73.5,1
340,40,106,7.02,10,8,80,1,1,52.91,30.11,7.09,80.51,81.57,0
341,27,59,10.38,3,23,118,2,1,73.11,97.22,8.33,23.78,85.68,1
342,44,148,12.9,9,13,78,4,17,30.2,84.02,8.06,94.58,61.47,1
343,21,172,9.74,2,22,96,4,15,37.43,72.95,7.18,67.53,60.44,1
344,34,60,6.51,6,13,32,3,16,86.52,93.47,6.09,50.15,71.96,1
345,47,78,10.17,13,21,62,4,19,65.26,61.16,4.71,26.38,56.65,1
346,48,88,5.82,7,22,1,3,11,27.73,34.15,6.96,59.89,84.26,0
347,23,19,11.55,9,20,111,0,16,59.12,88.76,7.41,64.42,69.05,1
348,25,107,7.47,11,19,109,3,8,84.33,54.08,7.82,77.56,36.14,1
349,35,180,7.73,7,19,72,1,15,42.58,43.85,7.85,40.84,75.58,1
350,39,11,9.93,14,30,55,2,9,85.61,23.33,9.0,38.92,36.16,0
351,30,64,9.08,3,21,47,2,6,57.29,35.19,7.49,72.63,57.3,0
352,34,52,8.51,7,15,13,0,19,74.05,51.67,6.66,50.92,89.45,1
353,43,172,9.44,14,24,26,0,18,26.14,33.28,5.83,24.58,52.44,1
354,26,105,8.94,10,14,53,3,5,56.43,53.2,6.22,34.82,25.34,1
355,45,134,7.01,10,19,33,0,11,51.34,33.01,7.08,75.08,27.75,0
356,50,177,7.64,8,28,35,4,18,43.64,62.4,8.06,31.13,24.63,1
357,49,15,11.12,14,3,37,0,6,95.17,80.41,7.2,64.0,80.42,0
358,32,11,7.34,13,3,18,1,20,35.62,74.28,5.82,65.25,78.14,0
359,39,100,9.8,13,26,39,0,20,21.03,38.14,6.41,62.52,39.88,0
360,32,17,9.14,2,6,43,1,11,80.17,92.44,6.49,53.09,26.95,0
361,24,112,7.47,1,11,6,1,20,53.13,96.64,7.01,60.58,61.43,1
362,29,172,6.45,5,4,87,4,9,42.67,86.98,4.39,66.9,11.05,1
363,23,82,7.28,2,5,12,4,18,90.69,41.65,7.98,34.56,50.33,1
364,23,8,14.5,11,13,77,4,6,27.84,23.53,7.21,68.42,13.87,0
365,31,109,5.0,1,11,89,0,13,61.48,39.67,4.66,46.86,94.11,1
366,38,140,9.26,10,13,28,1,18,46.49,81.28,9.0,63.47,11.89,0
367,45,66,9.1,7,15,103,4,12,33.56,24.08,7.59,66.31,27.66,0
368,35,62,9.42,11,14,77,1,14,48.0,82.59,7.05,36.85,43.94,1
369,39,170,7.81,6,27,92,3,0,86.61,84.33,8.29,84.98,15.07,0
370,23,167,9.85,15,5,77,3,15,70.62,81.51,7.61,52.55,20.84,1
371,29,64,6.28,6,10,107,4,10,47.99,39.5,5.8,69.19,26.9,0
372,44,114,7.57,14,7,51,1,6,82.42,65.11,8.06,62.55,77.68,0
373,46,39,8.48,6,19,101,4,16,75.52,34.62,9.0,43.93,45.32,1
374,26,172,9.64,10,13,66,2,20,57.73,27.31,8.02,50.55,54.32,1
375,50,0,9.46,8,15,98,4,18,84.67,68.93,8.29,42.18,31.74,0
376,36,103,8.03,6,17,34,0,12,67.04,54.12,6.13,26.58,24.61,0
377,50,17,7.56,8,30,15,3,7,73.51,83.89,5.12,89.96,11.71,1
378,38,110,6.04,1,28,13,3,9,78.87,36.67,7.42,43.98,14.85,0
379,50,116,5.37,11,23,73,3,6,45.01,52.85,5.73,35.73,93.01,1
380,34,178,9.38,4,22,95,0,17,46.28,24.36,9.0,74.46,41.19,0
381,23,81,7.71,4,18,86,2,18,61.87,93.72,5.78,80.91,80.14,1
382,23,13,11.1,0,18,102,3,6,22.05,83.04,6.68,80.93,17.0,0
383,36,82,8.25,12,6,27,1,1,41.9,92.95,7.86,27.31,82.53,1
384,34,151,8.7,10,25,115,1,2,34.17,20.41,6.0,71.2,30.03,1
385,47,71,8.21,5,26,71,0,12,76.4,79.36,7.83,70.83,31.45,0
386,28,6,9.15,10,0,91,3,8,85.64,74.13,5.53,63.34,36.17,1
387,37,175,9.76,3,14,62,2,19,57.5,76.45,7.45,89.16,22.07,1
388,38,49,8.15,5,13,114,2,14,89.0,38.65,8.16,84.76,21.24,1
389,28,95,8.82,1,29,79,3,13,47.53,61.64,7.16,53.05,84.79,1
390,26,13,13.62,7,26,54,1,16,56.1,89.53,4.27,50.8,79.5,1
391,25,15,9.86,10,16,80,1,1,94.47,72.86,8.05,75.98,36.48,0
392,36,50,10.36,8,4,104,0,4,88.97,28.43,7.83,41.1,79.89,1
393,49,165,10.19,6,0,97,0,3,60.99,47.91,7.44,48.11,62.81,1
394,24,69,9.66,13,15,34,1,9,41.96,69.97,6.89,75.43,68.35,0
395,49,169,9.62,5,18,30,1,1,56.86,99.11,7.52,56.24,93.89,1
396,21,67,10.65,13,16,52,1,10,41.37,62.77,6.5,91.55,20.36,0
397,26,127,9.23,6,18,86,0,2,49.06,55.09,5.66,93.31,78.67,1
398,21,30,12.38,13,15,18,1,16,45.17,73.92,5.82,44.47,11.76,1
399,38,124,12.42,15,11,61,1,15,29.24,86.91,6.8,57.68,11.22,1
400,22,45,13.98,12,3,78,2,1,33.41,44.82,8.74,75.46,64.87,1
401,42,57,8.56,12,0,23,1,12,96.45,96.29,6.11,46.42,13.66,0
402,45,68,6.63,12,1,55,1,0,60.65,69.62,4.2,77.6,63.43,0
403,49,33,12.11,6,2,58,1,10,25.52,46.78,4.02,43.53,64.03,0
404,22,157,8.2,3,20,60,0,0,35.74,39.0,8.17,65.07,69.17,0
405,35,61,8.03,13,26,114,1,1,50.26,61.38,7.64,50.98,26.94,0
406,46,73,8.7,8,4,48,2,20,50.94,26.45,6.46,26.73,87.42,1
407,22,95,6.88,8,3,81,0,20,65.63,66.53,6.95,73.6,30.42,0
408,30,108,8.11,0,17,42,3,4,67.95,36.1,7.0,63.73,59.21,0
409,32,8,8.98,11,4,119,2,19,58.99,75.31,4.61,39.63,63.06,1
410,21,41,9.92,2,16,108,0,11,84.94,47.35,8.38,47.24,77.48,0
411,41,117,11.79,15,23,61,0,16,21.6,25.0,7.85,49.06,59.59,1
412,40,79,7.64,6,8,78,2,13,43.35,79.89,5.2,92.55,70.79,0
413,31,1,7.23,11,25,44,0,12,69.46,74.45,3.89,70.0,53.43,0
414,30,86,8.8,14,12,23,0,15,64.05,32.25,7.81,74.84,75.43,1
415,24,77,5.28,12,13,6,4,3,29.55,46.23,8.04,81.18,60.77,0
416,36,18,5.0,5,19,27,4,10,26.74,48.49,5.61,82.08,72.89,0
417,41,36,9.31,7,20,11,1,2,44.5,41.21,4.8,72.21,26.39,0
418,30,121,7.21,0,16,67,2,0,65.15,68.05,6.52,66.29,92.43,0
419,25,18,9.15,1,5,8,4,18,58.98,21.98,7.15,38.66,44.67,0
420,24,9,8.17,4,19,112,3,9,54.9,72.66,4.97,61.86,39.5,0
421,27,19,9.01,0,25,38,4,11,45.28,88.18,7.98,23.07,14.22,0
422,39,9,9.34,7,7,21,4,6,58.68,54.33,6.41,34.62,52.92,1
423,40,169,9.24,10,22,98,0,19,54.0,50.63,6.19,73.93,56.54,1
424,40,34,7.32,2,17,118,1,13,48.02,69.38,6.65,50.32,94.43,1
425,22,163,5.35,8,3,42,2,17,56.45,58.56,7.17,76.83,33.96,1
426,41,135,8.56,1,24,112,4,12,45.39,37.63,5.85,76.38,87.03,1
427,32,155,11.26,11,1,101,1,11,30.09,66.54,7.12,77.48,44.55,1
428,30,51,10.68,12,8,53,1,14,36.14,92.71,7.92,42.57,25.64,1
429,41,64,10.33,12,4,23,4,20,57.48,31.84,5.81,93.85,27.77,0
430,49,67,8.28,7,15,31,4,9,22.75,55.67,7.1,26.5,55.76,1
431,42,27,8.64,13,1,77,1,12,74.13,49.07,7.19,90.36,33.42,1
432,28,100,6.94,15,18,74,2,14,79.08,25.1,5.2,42.84,93.55,1
433,38,79,11.42,2,8,61,4,17,79.27,63.41,6.41,69.02,33.29,1
434,33,177,14.14,14,27,42,3,19,43.99,57.94,6.45,50.0,14.88,1
435,23,173,12.37,5,3,49,2,8,66.82,40.51,8.2,90.05,21.14,1
436,35,167,11.88,15,18,43,1,16,77.38,66.57,7.46,54.27,50.38,1
437,32,157,7.47,6,20,56,3,11,36.32,86.12,6.96,61.83,14.64,1
438,35,144,9.96,1,4,77,2,12,35.41,30.33,8.18,55.37,29.34,0
439,32,116,9.92,4,22,10,1,8,34.33,91.29,6.79,54.53,70.32,1
440,27,77,7.98,4,29,85,0,8,23.76,21.56,6.58,90.19,48.85,0
441,39,49,8.68,0,3,108,1,5,92.71,82.82,8.12,56.56,90.36,1
442,45,155,7.74,4,23,21,1,14,42.6,42.32,7.13,26.19,23.13,0
443,33,54,8.84,15,22,70,2,20,65.67,92.77,8.31,20.46,78.91,1
444,35,1,9.05,14,29,100,2,16,37.05,89.37,6.91,27.78,35.11,1
445,30,56,7.31,13,23,75,2,16,91.66,22.32,7.46,37.97,12.75,1
446,47,108,5.0,11,19,65,4,16,80.05,38.88,6.64,33.65,53.59,1
447,36,173,9.45,10,6,49,4,17,89.44,66.65,6.45,73.85,41.62,1
448,29,178,7.22,2,17,5,3,3,87.0,45.84,6.35,28.96,29.58,0
449,43,67,8.45,6,24,95,3,9,45.66,35.38,7.29,43.21,92.87,0
450,50,107,5.0,9,16,68,0,18,68.59,27.09,6.45,64.71,72.86,1
451,50,161,8.72,2,2,86,1,18,25.81,35.93,8.45,46.09,62.72,1
452,27,87,9.25,0,19,6,2,4,77.79,20.59,5.63,84.97,84.08,0
453,23,2,5.36,15,21,35,3,7,27.32,79.73,6.38,20.94,64.78,0
454,37,1,7.68,8,12,52,1,19,34.08,89.3,5.68,84.67,79.37,0
455,32,68,10.36,11,12,120,1,0,51.74,54.5,5.62,62.7,10.18,0
456,50,70,5.58,4,23,10,1,19,61.5,24.09,6.94,43.27,25.45,0
457,40,177,12.88,6,16,45,2,5,76.61,28.5,4.68,78.19,78.68,1
458,48,112,9.57,12,7,37,0,19,41.24,84.54,7.86,26.4,83.63,1
459,39,63,6.82,15,11,82,0,15,28.35,31.64,7.16,85.78,54.9,0
460,43,91,8.84,4,6,45,3,12,23.94,40.6,6.51,48.88,90.15,1
461,22,52,10.03,14,18,9,4,18,54.94,57.12,7.98,79.18,61.25,0
462,22,90,6.9,3,10,111,1,0,61.14,63.14,8.0,76.38,60.01,0
463,39,129,10.08,15,9,69,0,1,57.09,82.74,8.05,91.02,33.39,1
464,35,69,8.68,15,16,3,1,4,48.42,74.6,8.51,40.11,36.83,1
465,50,14,8.36,4,2,52,4,15,56.74,26.16,7.13,70.31,79.81,0
466,34,138,5.97,7,7,97,4,6,35.4,28.15,6.74,45.68,56.45,1
467,35,93,9.96,15,3,84,4,4,24.56,67.02,8.8,83.03,11.49,1
468,34,116,7.81,0,24,73,0,12,22.13,78.82,8.43,75.63,67.39,1
469,27,41,7.26,13,1,25,0,20,69.58,26.19,6.59,58.46,39.18,0
470,46,69,5.71,4,1,58,1,17,86.76,24.5,7.77,41.46,64.44,1
471,37,128,10.26,6,10,88,3,12,93.19,36.94,6.24,30.82,74.51,1
472,36,58,9.0,0,18,54,0,1,67.49,80.39,6.39,50.41,93.65,0
473,38,102,8.68,11,6,49,1,0,28.28,72.53,8.5,88.02,24.34,0
474,24,31,9.98,11,12,1,3,2,44.3,27.44,8.63,30.6,21.08,0
475,31,108,8.02,8,17,22,1,20,37.46,24.38,8.29,21.33,18.74,0
476,48,158,6.52,2,8,95,0,4,34.67,20.55,9.0,36.97,21.2,0
477,39,1,9.43,4,17,16,3,11,59.14,37.42,6.64,25.87,58.74,0
478,31,80,7.18,4,12,106,0,16,40.23,25.38,7.49,67.49,71.29,0
479,35,133,11.9,8,16,44,2,13,98.38,89.48,5.29,33.05,13.93,1
480,40,57,9.32,15,24,57,4,3,53.1,74.31,6.75,77.75,63.56,1
481,25,158,7.99,0,29,67,1,11,82.54,36.3,6.78,39.55,17.86,0
482,24,24,5.38,2,12,103,3,2,85.67,42.52,7.25,89.66,52.22,0
483,34,68,12.55,15,23,43,0,1,70.98,25.66,6.45,47.12,55.46,1
484,50,151,9.32,4,5,43,3,16,90.93,52.88,8.96,51.3,22.27,1
485,28,179,7.53,14,28,30,1,14,96.78,88.13,6.2,84.78,44.58,1
486,43,154,9.83,7,25,27,2,17,20.6,53.81,6.46,74.92,29.81,1
487,43,134,6.29,4,9,92,4,4,66.26,67.81,7.5,75.42,12.48,0
488,38,116,9.12,13,25,16,4,6,60.59,55.32,6.52,85.17,86.88,1
489,30,145,8.53,9,16,119,4,5,86.54,57.06,9.0,56.51,89.47,1
490,36,103,9.54,1,24,13,4,8,34.53,44.19,6.95,83.98,89.35,0
491,46,33,8.41,9,23,59,0,18,28.76,97.27,5.88,33.11,65.08,1
492,25,128,7.07,10,27,63,4,17,28.04,60.73,6.92,36.55,55.33,1
493,31,57,7.65,5,14,60,1,8,21.57,90.35,6.11,92.42,39.03,0
494,46,28,10.05,2,25,78,0,15,23.59,69.8,5.81,77.73,78.93,0
495,41,26,8.75,15,11,100,3,12,73.79,75.13,7.71,45.61,28.33,1
496,34,157,10.22,4,8,85,2,4,23.99,31.99,9.0,68.39,11.44,1
497,48,30,5.6,7,8,27,2,1,73.28,85.81,7.02,21.0,56.07,0
498,26,147,5.0,1,24,2,0,5,45.88,85.54,8.36,35.98,61.66,0
499,45,114,11.52,1,21,103,4,14,29.56,69.78,7.82,90.08,27.56,1
500,44,177,9.8,3,27,16,1,19,53.44,88.26,6.72,85.61,20.96,0
501,38,127,9.87,15,17,15,3,16,71.14,38.85,7.13,73.52,84.26,1
502,36,28,9.5,6,20,14,0,0,85.17,94.89,7.77,60.18,43.51,0
503,39,180,5.0,6,29,110,0,6,64.34,67.03,6.02,90.09,71.72,1
504,45,73,13.78,9,23,85,2,15,33.51,56.85,7.58,61.38,40.31,0
505,37,20,8.8,0,8,6,2,19,78.48,26.13,7.45,69.8,30.19,0
506,43,0,8.82,4,5,45,1,14,24.18,88.2,7.37,46.44,71.43,0
507,44,58,8.94,15,25,112,4,19,63.59,41.58,5.41,72.68,66.01,1
508,41,91,9.29,2,10,63,2,16,82.94,60.78,6.03,41.35,41.96,1
509,35,28,7.39,1,19,15,3,3,75.95,28.96,7.09,83.71,55.29,0
510,28,156,8.95,10,4,18,1,13,58.99,70.01,7.13,60.52,14.28,1
511,34,155,6.94,9,10,15,2,15,86.89,32.38,7.75,42.59,31.16,0
512,34,8,7.58,8,18,35,4,20,31.37,24.23,6.36,82.73,53.51,0
513,42,66,9.37,1,1,15,4,16,59.93,28.81,8.18,49.21,30.49,0
514,44,119,8.25,7,5,34,2,0,93.65,27.49,7.15,20.1,85.99,1
515,31,162,5.03,11,23,8,1,12,75.4,39.48,6.79,89.87,18.91,0
516,35,25,5.52,8,4,98,3,6,49.34,28.46,5.92,93.95,76.36,0
517,36,152,10.65,2,11,95,1,19,32.73,48.33,7.19,51.46,43.21,0
518,22,105,10.3,2,25,9,2,17,33.54,35.0,8.15,41.54,37.86,0
519,30,67,13.29,4,26,111,0,15,29.64,88.12,8.07,31.75,92.85,1
520,42,5,11.46,10,26,40,3,1,94.27,25.25,9.0,68.95,31.73,1
521,48,96,8.23,7,12,19,2,0,77.09,36.6,7.52,62.66,83.76,1
522,22,136,8.86,7,22,35,1,6,77.43,99.41,5.71,70.4,69.68,1
523,22,45,9.1,13,5,8,4,7,49.03,68.09,6.79,83.65,85.53,1
524,49,8,8.75,0,27,113,4,12,66.17,71.82,7.1,58.21,56.39,0
525,45,45,12.84,8,2,11,3,9,24.22,23.01,6.21,73.79,55.74,0
526,27,55,9.11,7,0,56,3,11,39.8,71.62,8.26,51.33,16.21,0
527,42,74,6.86,15,26,103,3,6,23.0,65.54,8.1,89.06,92.32,0
528,33,76,13.08,6,22,36,0,11,39.22,57.58,9.0,46.76,23.96,0
529,35,32,9.98,8,22,72,2,12,77.45,66.52,8.19,91.08,14.56,1
530,35,70,11.72,5,2,62,4,6,42.38,65.2,6.8,76.26,68.94,0
531,30,111,11.31,7,22,106,4,16,63.9,83.7,7.24,63.73,91.62,1
532,28,165,13.21,5,20,93,0,3,23.82,48.18,6.63,34.94,46.11,1
533,32,95,9.29,15,5,108,2,19,24.66,40.98,7.27,52.71,23.34,1
534,42,158,5.89,10,9,56,0,11,26.04,69.43,5.66,91.58,84.3,1
535,42,45,7.03,3,18,78,4,17,99.96,69.79,8.02,52.32,34.49,0
536,46,112,9.25,5,29,23,0,2,38.43,74.82,9.0,83.9,40.31,0
537,50,58,8.46,5,26,105,1,3,61.37,29.37,5.23,59.61,20.78,0
538,39,63,14.08,2,14,6,1,19,50.69,53.95,7.9,42.42,44.92,1
539,21,48,8.48,14,9,81,4,6,26.41,57.96,6.92,20.75,17.21,1
540,45,140,10.33,6,18,106,4,6,36.53,89.93,7.44,76.04,27.8,1
541,45,74,10.49,12,1,16,4,4,99.88,21.99,8.66,82.64,41.06,1
542,50,60,11.4,9,6,103,2,5,59.97,24.91,8.0,92.79,57.51,1
543,49,91,9.81,0,30,65,2,5,31.55,55.37,7.02,45.06,54.36,0
544,38,30,9.03,10,16,55,4,3,96.41,39.21,5.81,63.27,23.16,0
545,24,5,10.1,4,22,89,1,6,20.47,26.28,9.0,86.09,16.62,0
546,40,156,9.45,11,7,88,2,18,95.35,79.17,7.31,50.77,50.01,1
547,21,132,10.11,15,13,24,2,14,69.3,58.63,6.29,49.27,87.27,1
548,41,56,10.81,6,19,64,2,1,29.34,30.33,7.87,43.13,83.91,1
549,46,36,7.31,12,14,90,2,15,61.96,72.15,7.77,78.46,75.21,1
550,38,38,7.86,6,10,36,3,0,94.38,95.83,6.91,65.73,31.75,0
551,30,129,10.5,14,5,67,2,14,41.05,77.95,7.79,34.22,85.84,1
552,38,115,8.38,8,23,2,3,1,61.69,31.98,7.15,61.98,40.52,0
553,39,129,11.53,4,23,68,3,19,32.16,30.43,6.43,45.92,78.65,1
554,46,79,10.45,5,13,65,0,10,89.15,44.75,5.24,60.76,16.18,0
555,47,141,5.74,15,9,32,1,18,48.71,68.8,6.23,48.69,35.88,1
556,34,48,6.19,0,8,84,4,18,72.92,92.26,6.75,73.17,80.02,1
557,31,166,7.36,13,14,7,4,15,81.78,26.04,6.8,82.07,46.35,1
558,50,71,9.38,12,28,33,1,14,56.77,37.89,6.77,32.07,57.87,1
559,45,145,8.71,15,0,58,2,8,65.61,88.95,8.17,55.78,94.54,1
560,35,68,9.44,8,25,22,0,6,33.94,97.03,6.5,88.64,49.54,0
561,49,48,12.24,4,30,98,0,13,61.61,68.86,8.87,39.82,34.42,1
562,36,50,9.1,7,5,42,4,17,67.05,31.06,8.81,64.92,33.32,0
563,40,137,9.39,6,28,10,3,0,28.52,75.07,8.31,39.48,31.65,1
564,23,60,11.32,10,30,81,0,9,85.94,65.19,7.19,80.57,53.24,0
565,21,131,10.46,2,8,86,3,9,94.57,81.62,7.07,76.08,29.9,1
566,36,0,7.58,4,7,48,1,12,51.01,45.86,6.78,49.27,19.02,0
567,31,116,10.33,1,24,50,1,1,26.83,92.76,5.03,34.52,45.38,1
568,34,89,6.75,14,15,103,0,18,82.5,21.55,8.31,40.64,87.31,1
569,27,153,9.9,14,25,42,0,3,44.27,51.43,6.6,33.47,59.14,1
570,33,30,10.18,4,21,98,2,8,58.26,34.45,9.0,22.23,10.83,0
571,30,131,10.37,10,13,38,3,12,87.36,58.63,6.94,69.45,53.41,1
572,34,161,8.83,0,21,31,1,7,20.29,45.6,5.25,34.97,13.21,0
573,23,85,10.38,2,8,62,4,11,98.23,36.05,6.26,36.15,34.81,1
574,47,171,6.75,7,5,47,3,15,23.88,36.82,9.0,22.97,44.26,1
575,32,72,10.95,5,9,77,3,18,24.28,55.66,8.68,23.7,58.39,1
576,33,57,7.75,8,0,14,4,15,23.76,65.31,6.36,37.15,85.01,1
577,36,143,8.66,7,19,3,4,11,91.0,71.3,8.96,51.02,34.89,1
578,42,32,5.0,13,26,76,1,13,92.23,88.03,5.87,25.67,59.05,1
579,34,171,12.16,8,19,54,0,18,35.53,62.93,6.51,90.11,80.97,1
580,43,60,10.68,8,7,16,4,19,84.18,47.9,5.97,87.22,44.38,1
581,38,66,10.75,0,26,57,2,10,86.5,81.34,7.67,46.3,42.03,0
582,23,72,7.68,9,8,39,1,1,76.73,21.68,7.9,43.23,82.99,0
583,33,167,7.54,11,13,68,0,3,20.75,84.7,6.8,39.45,64.07,1
584,50,145,8.72,13,11,112,4,19,41.28,67.27,6.54,89.96,16.66,1
585,23,115,10.28,0,24,59,4,4,44.21,57.42,7.74,40.46,49.4,1
586,34,0,10.98,9,25,89,1,14,74.17,82.28,7.33,22.57,52.29,0
587,47,73,8.04,11,22,68,4,9,84.45,24.66,5.65,89.09,84.33,1
588,40,12,9.05,11,1,19,4,10,69.49,44.79,7.27,29.53,40.32,1
589,25,174,9.82,7,11,53,3,9,35.3,45.02,6.67,56.45,66.45,1
590,48,157,9.06,4,22,67,1,10,35.3,61.37,7.22,62.89,87.13,1
591,49,167,11.08,9,25,94,0,15,25.58,58.3,7.11,32.93,73.95,1
592,50,102,10.71,6,21,106,2,12,70.1,73.52,7.42,39.86,89.36,1
593,23,14,7.43,12,20,97,3,18,28.32,96.99,7.85,86.77,32.98,0
594,35,133,11.64,3,8,101,3,1,25.61,89.16,3.53,65.83,63.06,1
595,47,77,7.25,12,10,76,2,18,84.62,48.51,6.03,27.57,91.76,1
596,24,156,13.12,0,3,44,4,3,38.25,93.78,4.92,57.65,61.43,1
597,23,26,11.57,12,15,103,2,3,30.49,81.29,3.5,89.93,90.52,0
598,30,101,8.32,13,16,41,2,4,40.22,52.53,8.51,54.22,24.52,0
599,36,108,6.64,3,26,75,4,16,95.02,92.98,7.04,90.96,30.8,1
600,42,91,7.51,7,28,73,1,3,65.56,47.45,6.09,77.35,34.2,0
601,47,30,7.04,5,22,14,1,14,97.45,82.36,6.57,21.68,60.99,1
602,50,90,10.08,6,30,79,1,0,84.99,88.27,6.74,87.8,37.26,0
603,50,80,8.13,10,10,70,0,5,20.03,84.47,9.0,25.94,26.28,0
604,35,121,5.0,4,25,36,1,6,22.38,25.74,6.03,77.27,94.37,1
605,21,37,9.15,8,29,57,0,15,42.68,95.87,8.24,83.18,71.4,0
606,30,130,8.95,0,18,60,2,17,71.15,30.32,5.01,86.58,13.45,0
607,40,177,7.96,3,16,50,4,13,55.35,81.66,8.02,39.8,10.46,1
608,44,87,9.53,8,21,76,0,14,25.44,35.5,7.84,34.19,58.75,0
609,29,180,9.06,5,21,119,0,12,30.25,29.83,5.61,66.47,67.42,1
610,34,112,11.96,2,3,80,4,3,74.3,34.09,8.19,37.56,32.92,1
611,32,99,6.53,7,5,85,4,8,66.33,35.13,6.47,87.57,67.31,0
612,30,56,9.52,0,6,88,2,19,40.08,74.67,7.02,78.35,81.51,1
613,22,177,6.06,13,15,11,0,6,71.99,21.98,7.97,80.77,55.61,0
614,39,80,8.76,10,25,6,2,16,44.11,70.08,6.87,57.83,59.73,0
615,47,163,5.0,8,16,39,1,3,55.74,40.33,6.94,81.89,51.25,0
616,49,112,9.83,11,9,64,4,3,51.23,53.26,4.33,27.55,36.32,1
617,35,22,8.33,4,25,95,2,11,87.44,61.64,4.85,84.56,10.46,0
618,38,160,12.0,5,15,3,4,8,40.48,72.07,7.12,52.79,32.77,1
619,44,10,6.04,12,21,19,0,13,68.88,23.21,9.0,87.61,57.38,0
620,39,101,9.2,6,0,33,4,4,23.07,89.66,4.0,57.29,66.73,1
621,30,40,8.7,1,19,34,0,18,59.71,52.29,8.27,70.9,45.78,0
622,48,70,9.94,7,30,86,4,17,37.02,68.29,8.33,91.45,44.41,1
623,24,161,7.71,0,3,39,1,0,94.44,86.95,7.82,94.66,11.92,0
624,50,30,7.21,3,9,12,0,9,82.71,45.97,8.09,91.93,89.14,0
625,49,130,7.08,8,12,2,4,18,86.87,31.89,8.14,54.21,51.85,1
626,45,1,9.76,2,13,20,1,8,33.35,23.73,6.14,82.22,69.83,0
627,39,81,12.47,7,16,95,4,12,74.05,63.41,5.83,37.48,58.76,1
628,43,124,11.52,11,10,88,0,5,78.65,27.52,7.16,73.0,35.33,1
629,50,67,12.31,15,26,52,0,15,49.69,77.61,7.75,70.7,69.98,0
630,36,145,8.56,12,26,33,0,11,35.36,87.2,7.65,28.82,94.17,1
631,49,135,10.88,1,17,117,0,14,45.61,73.62,5.53,34.09,63.11,1
632,31,180,7.74,14,15,89,2,15,55.87,45.64,8.32,62.44,23.37,1
633,23,32,13.36,11,8,105,1,17,29.01,66.15,7.23,23.07,54.82,1
634,33,15,9.27,8,1,55,4,16,61.17,36.01,8.04,25.42,22.53,0
635,42,170,10.18,0,11,4,4,12,77.7,32.51,7.87,83.75,71.73,1
636,50,72,10.66,5,24,19,4,1,86.86,53.21,6.22,44.17,92.82,1
637,38,119,10.5,0,28,5,4,0,24.27,95.0,7.03,59.74,62.27,0
638,27,81,8.92,10,10,113,3,5,77.52,65.56,6.23,86.19,59.5,1
639,21,168,11.4,15,3,97,3,12,99.73,80.06,6.84,68.35,40.2,1
640,39,94,9.64,14,8,53,4,13,54.97,42.36,6.25,30.84,69.1,1
641,22,108,8.0,11,18,1,4,1,31.18,27.69,7.19,51.84,89.36,1
642,24,74,14.08,7,8,90,1,15,89.97,65.11,9.0,63.49,23.81,1
643,32,55,7.21,15,17,41,1,19,79.33,44.21,8.28,69.68,23.45,0
644,48,37,9.77,0,9,61,0,17,91.35,35.72,6.09,49.37,70.63,0
645,45,16,11.95,2,24,13,4,0,43.88,93.9,7.17,37.24,73.71,1
646,33,140,10.4,9,1,70,3,11,21.04,95.58,4.43,89.32,12.07,1
647,21,122,6.04,3,9,3,2,19,36.27,31.75,7.31,84.19,67.88,0
648,44,168,7.39,9,12,47,3,4,28.56,77.56,6.47,21.57,28.96,1
649,37,114,8.68,7,30,101,2,1,95.24,92.48,5.9,62.51,40.13,0
650,30,53,5.45,4,2,94,3,2,34.74,54.95,5.23,29.41,79.16,0
651,42,165,13.16,2,4,86,0,13,52.89,38.93,7.43,74.75,21.2,1
652,39,143,9.94,1,6,45,3,8,44.26,75.84,6.19,57.17,45.8,1
653,36,76,10.59,6,25,95,1,11,52.18,49.97,7.4,33.72,46.55,1
654,27,40,9.99,7,2,17,1,14,63.49,72.3,8.9,23.36,14.59,0
655,31,16,14.6,12,21,35,2,17,45.33,52.01,7.66,31.29,52.8,1
656,42,34,11.74,11,6,102,0,11,40.62,90.79,5.29,40.18,78.27,1
657,32,92,9.58,6,27,47,2,5,78.6,54.58,6.56,70.98,61.77,0
658,33,92,12.04,3,5,97,3,19,45.28,45.13,6.03,67.14,18.08,1
659,40,141,7.19,11,23,79,0,18,60.78,66.82,8.41,46.95,50.41,1
